INDEX,ADC_DATA
496,-0.933594
497,-0.470703
498,0.432617
499,0.975586
500,0.583008
501,-0.368164
502,-0.936523
503,-0.642578
504,0.227539
505,0.919922
506,0.743164
507,-0.152344
508,-0.863281
509,-0.786133
510,-0.0234375
511,0.8125
512,0.893555
513,0.100586
514,-0.749023
515,-0.892578
516,-0.253906
517,0.658203
518,0.969727
519,0.332031
520,-0.581055
521,-0.928711
522,-0.460938
523,0.44043
524,0.964844
525,0.55957
526,-0.364258
527,-0.923828
528,-0.654297
529,0.193359
530,0.913086
531,0.771484
532,-0.129883
533,-0.875
534,-0.791992
535,-0.0117188
536,0.817383
537,0.885742
538,0.0947266
539,-0.750977
540,-0.886719
541,-0.259766
542,0.643555
543,0.961914
544,0.34375
545,-0.577148
546,-0.930664
547,-0.46875
548,0.448242
549,0.982422
550,0.558594
551,-0.380859
552,-0.920898
553,-0.642578
554,0.207031
555,0.901367
556,0.739258
557,-0.139648
558,-0.860352
559,-0.799805
560,-0.0380859
561,0.807617
562,0.915039
563,0.116211
564,-0.754883
565,-0.898438
566,-0.245117
567,0.65625
568,0.964844
569,0.336914
570,-0.577148
571,-0.925781
572,-0.458008
573,0.4375
574,0.96875
575,0.567383
576,-0.369141
577,-0.930664
578,-0.649414
579,0.21875
580,0.929688
581,0.750977
582,-0.150391
583,-0.865234
584,-0.78418
585,-0.0205078
586,0.804688
587,0.882812
588,0.104492
589,-0.744141
590,-0.893555
591,-0.270508
592,0.633789
593,0.978516
594,0.369141
595,-0.580078
596,-0.939453
597,-0.460938
598,0.448242
599,0.972656
600,0.560547
601,-0.371094
602,-0.921875
603,-0.649414
604,0.201172
605,0.911133
606,0.756836
607,-0.136719
608,-0.865234
609,-0.797852
610,-0.0253906
611,0.821289
612,0.895508
613,0.0908203
614,-0.74707
615,-0.887695
616,-0.25293
617,0.643555
618,0.958008
619,0.341797
620,-0.573242
621,-0.933594
622,-0.476562
623,0.423828
624,0.981445
625,0.59375
626,-0.359375
627,-0.929688
628,-0.645508
629,0.208008
630,0.917969
631,0.75293
632,-0.143555
633,-0.866211
634,-0.790039
635,-0.0263672
636,0.810547
637,0.893555
638,0.108398
639,-0.743164
640,-0.892578
641,-0.261719
642,0.657227
643,0.976562
644,0.34082
645,-0.578125
646,-0.927734
647,-0.470703
648,0.431641
649,0.963867
650,0.568359
651,-0.360352
652,-0.928711
653,-0.666016
654,0.189453
655,0.916016
656,0.775391
657,-0.128906
658,-0.870117
659,-0.790039
660,-0.0166016
661,0.8125
662,0.887695
663,0.0927734
664,-0.75
665,-0.892578
666,-0.255859
667,0.655273
668,0.969727
669,0.336914
670,-0.577148
671,-0.928711
672,-0.46875
673,0.444336
674,0.984375
675,0.556641
676,-0.376953
677,-0.920898
678,-0.642578
679,0.205078
680,0.911133
681,0.748047
682,-0.135742
683,-0.862305
684,-0.798828
685,-0.0410156
686,0.803711
687,0.911133
688,0.120117
689,-0.750977
690,-0.885742
691,-0.249023
692,0.640625
693,0.958984
694,0.345703
695,-0.576172
696,-0.932617
697,-0.460938
698,0.448242
699,0.973633
700,0.564453
701,-0.371094
702,-0.926758
703,-0.654297
704,0.216797
705,0.930664
706,0.742188
707,-0.155273
708,-0.859375
709,-0.786133
710,-0.0244141
711,0.801758
712,0.883789
713,0.106445
714,-0.743164
715,-0.900391
716,-0.272461
717,0.630859
718,0.976562
719,0.361328
720,-0.579102
721,-0.93457
722,-0.456055
723,0.452148
724,0.976562
725,0.55957
726,-0.37207
727,-0.919922
728,-0.645508
729,0.208008
730,0.923828
731,0.75293
732,-0.138672
733,-0.865234
734,-0.793945
735,-0.0195312
736,0.821289
737,0.888672
738,0.0908203
739,-0.745117
740,-0.880859
741,-0.261719
742,0.635742
743,0.956055
744,0.348633
745,-0.568359
746,-0.93457
747,-0.478516
748,0.423828
749,0.976562
750,0.586914
751,-0.366211
752,-0.933594
753,-0.644531
754,0.223633
755,0.923828
756,0.75
757,-0.147461
758,-0.861328
759,-0.788086
760,-0.0224609
761,0.81543
762,0.889648
763,0.0996094
764,-0.749023
765,-0.895508
766,-0.251953
767,0.666016
768,0.969727
769,0.323242
770,-0.582031
771,-0.923828
772,-0.463867
773,0.439453
774,0.96582
775,0.564453
776,-0.368164
777,-0.928711
778,-0.662109
779,0.192383
780,0.920898
781,0.769531
782,-0.137695
783,-0.875977
784,-0.78418
785,-0.00585938
786,0.817383
787,0.885742
788,0.0917969
789,-0.753906
790,-0.884766
791,-0.248047
792,0.650391
793,0.958008
794,0.34082
795,-0.577148
796,-0.93457
797,-0.46875
798,0.459961
799,0.985352
800,0.549805
801,-0.378906
802,-0.916992
803,-0.642578
804,0.208008
805,0.90625
806,0.741211
807,-0.142578
808,-0.860352
809,-0.799805
810,-0.0410156
811,0.801758
812,0.902344
813,0.113281
814,-0.750977
815,-0.895508
816,-0.244141
817,0.65625
818,0.963867
819,0.334961
820,-0.583008
821,-0.927734
822,-0.456055
823,0.447266
824,0.978516
825,0.566406
826,-0.366211
827,-0.925781
828,-0.649414
829,0.222656
830,0.936523
831,0.742188
832,-0.15625
833,-0.865234
834,-0.78125
835,-0.0195312
836,0.804688
837,0.878906
838,0.100586
839,-0.745117
840,-0.887695
841,-0.264648
842,0.640625
843,0.976562
844,0.357422
845,-0.580078
846,-0.935547
847,-0.456055
848,0.455078
849,0.966797
850,0.552734
851,-0.371094
852,-0.921875
853,-0.647461
854,0.21582
855,0.922852
856,0.746094
857,-0.144531
858,-0.863281
859,-0.792969
860,-0.0136719
861,0.828125
862,0.889648
863,0.0830078
864,-0.748047
865,-0.87793
866,-0.245117
867,0.649414
868,0.954102
869,0.332031
870,-0.574219
871,-0.931641
872,-0.472656
873,0.430664
874,0.982422
875,0.584961
876,-0.371094
877,-0.933594
878,-0.634766
879,0.233398
880,0.923828
881,0.734375
882,-0.155273
883,-0.870117
884,-0.785156
885,-0.0146484
886,0.814453
887,0.888672
888,0.0986328
889,-0.756836
890,-0.890625
891,-0.246094
892,0.668945
893,0.966797
894,0.319336
895,-0.588867
896,-0.922852
897,-0.457031
898,0.445312
899,0.966797
900,0.561523
901,-0.370117
902,-0.925781
903,-0.654297
904,0.203125
905,0.920898
906,0.768555
907,-0.141602
908,-0.873047
909,-0.785156
910,0
911,0.825195
912,0.87793
913,0.0830078
914,-0.748047
915,-0.886719
916,-0.24707
917,0.657227
918,0.966797
919,0.338867
920,-0.577148
921,-0.933594
922,-0.464844
923,0.461914
924,0.985352
925,0.537109
926,-0.395508
927,-0.917969
928,-0.633789
929,0.21582
930,0.912109
931,0.741211
932,-0.145508
933,-0.868164
934,-0.792969
935,-0.0244141
936,0.814453
937,0.904297
938,0.104492
939,-0.761719
940,-0.884766
941,-0.237305
942,0.663086
943,0.958008
944,0.325195
945,-0.588867
946,-0.925781
947,-0.447266
948,0.461914
949,0.97168
950,0.553711
951,-0.376953
952,-0.931641
953,-0.650391
954,0.231445
955,0.936523
956,0.733398
957,-0.168945
958,-0.864258
959,-0.777344
960,-0.0146484
961,0.806641
962,0.879883
963,0.0957031
964,-0.749023
965,-0.897461
966,-0.257812
967,0.647461
968,0.979492
969,0.350586
970,-0.589844
971,-0.931641
972,-0.44043
973,0.464844
974,0.97168
975,0.545898
976,-0.382812
977,-0.923828
978,-0.636719
979,0.223633
980,0.926758
981,0.744141
982,-0.145508
983,-0.869141
984,-0.792969
985,-0.0146484
986,0.830078
987,0.883789
988,0.0742188
989,-0.753906
990,-0.876953
991,-0.250977
992,0.646484
993,0.97168
994,0.34668
995,-0.589844
996,-0.939453
997,-0.467773
998,0.4375
999,0.979492
1000,0.578125
1001,-0.378906
1002,-0.932617
1003,-0.632812
1004,0.237305
1005,0.923828
1006,0.737305
1007,-0.15332
1008,-0.859375
1009,-0.786133
1010,-0.0175781
1011,0.816406
1012,0.890625
1013,0.0917969
1014,-0.754883
1015,-0.889648
1016,-0.245117
1017,0.669922
1018,0.967773
1019,0.313477
1020,-0.591797
1021,-0.919922
1022,-0.453125
1023,0.444336
1024,0.980469
1025,0.567383
1026,-0.381836
1027,-0.933594
1028,-0.640625
1029,0.208984
1030,0.920898
1031,0.762695
1032,-0.145508
1033,-0.876953
1034,-0.77832
1035,0.00390625
1036,0.821289
1037,0.875
1038,0.0849609
1039,-0.75
1040,-0.882812
1041,-0.245117
1042,0.657227
1043,0.960938
1044,0.335938
1045,-0.582031
1046,-0.932617
1047,-0.460938
1048,0.46582
1049,0.986328
1050,0.540039
1051,-0.394531
1052,-0.921875
1053,-0.635742
1054,0.217773
1055,0.925781
1056,0.757812
1057,-0.152344
1058,-0.875
1059,-0.789062
1060,-0.0205078
1061,0.81543
1062,0.90918
1063,0.105469
1064,-0.758789
1065,-0.888672
1066,-0.227539
1067,0.667969
1068,0.956055
1069,0.319336
1070,-0.583984
1071,-0.925781
1072,-0.449219
1073,0.458984
1074,0.979492
1075,0.552734
1076,-0.384766
1077,-0.928711
1078,-0.642578
1079,0.232422
1080,0.938477
1081,0.730469
1082,-0.166016
1083,-0.860352
1084,-0.775391
1085,-0.0166016
1086,0.817383
1087,0.898438
1088,0.0976562
1089,-0.760742
1090,-0.888672
1091,-0.25293
1092,0.645508
1093,0.975586
1094,0.351562
1095,-0.588867
1096,-0.9375
1097,-0.456055
1098,0.462891
1099,0.978516
1100,0.545898
1101,-0.388672
1102,-0.924805
1103,-0.641602
1104,0.219727
1105,0.920898
1106,0.744141
1107,-0.146484
1108,-0.864258
1109,-0.794922
1110,-0.015625
1111,0.833008
1112,0.889648
1113,0.0771484
1114,-0.750977
1115,-0.880859
1116,-0.250977
1117,0.646484
1118,0.967773
1119,0.342773
1120,-0.584961
1121,-0.941406
1122,-0.466797
1123,0.436523
1124,0.980469
1125,0.573242
1126,-0.379883
1127,-0.93457
1128,-0.639648
1129,0.227539
1130,0.933594
1131,0.742188
1132,-0.160156
1133,-0.863281
1134,-0.777344
1135,-0.0107422
1136,0.816406
1137,0.884766
1138,0.0947266
1139,-0.75293
1140,-0.892578
1141,-0.255859
1142,0.668945
1143,0.976562
1144,0.321289
1145,-0.588867
1146,-0.922852
1147,-0.458008
1148,0.439453
1149,0.977539
1150,0.574219
1151,-0.376953
1152,-0.9375
1153,-0.652344
1154,0.206055
1155,0.919922
1156,0.767578
1157,-0.138672
1158,-0.873047
1159,-0.791016
1160,-0.0107422
1161,0.823242
1162,0.888672
1163,0.0888672
1164,-0.748047
1165,-0.887695
1166,-0.24707
1167,0.65332
1168,0.954102
1169,0.338867
1170,-0.571289
1171,-0.93457
1172,-0.466797
1173,0.460938
1174,0.990234
1175,0.548828
1176,-0.385742
1177,-0.919922
1178,-0.639648
1179,0.208008
1180,0.923828
1181,0.761719
1182,-0.141602
1183,-0.869141
1184,-0.791016
1185,-0.0292969
1186,0.805664
1187,0.90625
1188,0.113281
1189,-0.758789
1190,-0.892578
1191,-0.246094
1192,0.663086
1193,0.962891
1194,0.328125
1195,-0.583008
1196,-0.927734
1197,-0.460938
1198,0.446289
1199,0.96582
1200,0.555664
1201,-0.369141
1202,-0.924805
1203,-0.650391
1204,0.223633
1205,0.93457
1206,0.742188
1207,-0.155273
1208,-0.858398
1209,-0.791016
1210,-0.0322266
1211,0.813477
1212,0.90918
1213,0.110352
1214,-0.751953
1215,-0.898438
1216,-0.25293
1217,0.644531
1218,0.973633
1219,0.358398
1220,-0.578125
1221,-0.939453
1222,-0.459961
1223,0.458008
1224,0.977539
1225,0.553711
1226,-0.371094
1227,-0.918945
1228,-0.647461
1229,0.205078
1230,0.911133
1231,0.742188
1232,-0.131836
1233,-0.854492
1234,-0.796875
1235,-0.0292969
1236,0.823242
1237,0.894531
1238,0.0927734
1239,-0.744141
1240,-0.884766
1241,-0.276367
1242,0.632812
1243,0.981445
1244,0.358398
1245,-0.583984
1246,-0.938477
1247,-0.478516
1248,0.422852
1249,0.983398
1250,0.59375
1251,-0.365234
1252,-0.932617
1253,-0.652344
1254,0.217773
1255,0.924805
1256,0.742188
1257,-0.151367
1258,-0.865234
1259,-0.791992
1260,-0.0263672
1261,0.804688
1262,0.882812
1263,0.106445
1264,-0.740234
1265,-0.898438
1266,-0.258789
1267,0.661133
1268,0.972656
1269,0.329102
1270,-0.581055
1271,-0.923828
1272,-0.474609
1273,0.423828
1274,0.982422
1275,0.587891
1276,-0.365234
1277,-0.933594
1278,-0.662109
1279,0.193359
1280,0.921875
1281,0.773438
1282,-0.128906
1283,-0.870117
1284,-0.794922
1285,-0.0175781
1286,0.818359
1287,0.889648
1288,0.0996094
1289,-0.742188
1290,-0.879883
1291,-0.260742
1292,0.637695
1293,0.958008
1294,0.352539
1295,-0.561523
1296,-0.933594
1297,-0.480469
1298,0.447266
1299,0.987305
1300,0.556641
1301,-0.376953
1302,-0.916992
1303,-0.65625
1304,0.188477
1305,0.917969
1306,0.773438
1307,-0.135742
1308,-0.871094
1309,-0.802734
1310,-0.0380859
1311,0.804688
1312,0.90332
1313,0.117188
1314,-0.743164
1315,-0.892578
1316,-0.253906
1317,0.654297
1318,0.964844
1319,0.336914
1320,-0.572266
1321,-0.928711
1322,-0.47168
1323,0.431641
1324,0.96582
1325,0.566406
1326,-0.355469
1327,-0.918945
1328,-0.65625
1329,0.209961
1330,0.93457
1331,0.750977
1332,-0.146484
1333,-0.858398
1334,-0.791016
1335,-0.046875
1336,0.797852
1337,0.912109
1338,0.120117
1339,-0.74707
1340,-0.894531
1341,-0.276367
1342,0.626953
1343,0.973633
1344,0.367188
1345,-0.569336
1346,-0.938477
1347,-0.477539
1348,0.442383
1349,0.974609
1350,0.563477
1351,-0.367188
1352,-0.917969
1353,-0.65625
1354,0.196289
1355,0.908203
1356,0.754883
1357,-0.121094
1358,-0.853516
1359,-0.808594
1360,-0.0371094
1361,0.818359
1362,0.896484
1363,0.101562
1364,-0.737305
1365,-0.889648
1366,-0.275391
1367,0.630859
1368,0.981445
1369,0.365234
1370,-0.576172
1371,-0.941406
1372,-0.481445
1373,0.414062
1374,0.969727
1375,0.594727
1376,-0.350586
1377,-0.926758
1378,-0.65625
1379,0.201172
1380,0.915039
1381,0.751953
1382,-0.132812
1383,-0.856445
1384,-0.791016
1385,-0.0371094
1386,0.798828
1387,0.892578
1388,0.12207
1389,-0.735352
1390,-0.897461
1391,-0.272461
1392,0.651367
1393,0.972656
1394,0.342773
1395,-0.566406
1396,-0.926758
1397,-0.491211
1398,0.408203
1399,0.980469
1400,0.602539
1401,-0.359375
1402,-0.932617
1403,-0.666016
1404,0.183594
1405,0.911133
1406,0.78125
1407,-0.116211
1408,-0.861328
1409,-0.802734
1410,-0.0371094
1411,0.811523
1412,0.902344
1413,0.109375
1414,-0.737305
1415,-0.887695
1416,-0.266602
1417,0.62793
1418,0.958008
1419,0.362305
1420,-0.554688
1421,-0.9375
1422,-0.489258
1423,0.436523
1424,0.987305
1425,0.566406
1426,-0.363281
1427,-0.911133
1428,-0.660156
1429,0.176758
1430,0.917969
1431,0.786133
1432,-0.120117
1433,-0.867188
1434,-0.804688
1435,-0.0517578
1436,0.791992
1437,0.913086
1438,0.134766
1439,-0.737305
1440,-0.893555
1441,-0.270508
1442,0.642578
1443,0.96875
1444,0.355469
1445,-0.558594
1446,-0.922852
1447,-0.477539
1448,0.423828
1449,0.96582
1450,0.577148
1451,-0.345703
1452,-0.918945
1453,-0.671875
1454,0.1875
1455,0.916992
1456,0.768555
1457,-0.12207
1458,-0.852539
1459,-0.803711
1460,-0.0576172
1461,0.793945
1462,0.918945
1463,0.133789
1464,-0.741211
1465,-0.902344
1466,-0.277344
1467,0.624023
1468,0.980469
1469,0.376953
1470,-0.556641
1471,-0.931641
1472,-0.477539
1473,0.43457
1474,0.979492
1475,0.579102
1476,-0.349609
1477,-0.920898
1478,-0.666016
1479,0.189453
1480,0.90625
1481,0.762695
1482,-0.103516
1483,-0.845703
1484,-0.80957
1485,-0.0615234
1486,0.792969
1487,0.907227
1488,0.132812
1489,-0.734375
1490,-0.896484
1491,-0.291992
1492,0.616211
1493,0.980469
1494,0.383789
1495,-0.560547
1496,-0.94043
1497,-0.495117
1498,0.400391
1499,0.975586
1500,0.602539
1501,-0.349609
1502,-0.929688
1503,-0.665039
1504,0.197266
1505,0.913086
1506,0.765625
1507,-0.123047
1508,-0.849609
1509,-0.794922
1510,-0.046875
1511,0.791992
1512,0.894531
1513,0.130859
1514,-0.719727
1515,-0.904297
1516,-0.289062
1517,0.625977
1518,0.972656
1519,0.375
1520,-0.548828
1521,-0.93457
1522,-0.499023
1523,0.400391
1524,0.978516
1525,0.605469
1526,-0.348633
1527,-0.932617
1528,-0.668945
1529,0.171875
1530,0.90332
1531,0.78418
1532,-0.109375
1533,-0.861328
1534,-0.804688
1535,-0.0400391
1536,0.808594
1537,0.897461
1538,0.116211
1539,-0.727539
1540,-0.883789
1541,-0.275391
1542,0.62793
1543,0.961914
1544,0.369141
1545,-0.544922
1546,-0.929688
1547,-0.498047
1548,0.417969
1549,0.976562
1550,0.587891
1551,-0.34668
1552,-0.921875
1553,-0.670898
1554,0.173828
1555,0.913086
1556,0.787109
1557,-0.119141
1558,-0.869141
1559,-0.811523
1560,-0.0546875
1561,0.799805
1562,0.917969
1563,0.133789
1564,-0.735352
1565,-0.902344
1566,-0.269531
1567,0.643555
1568,0.969727
1569,0.354492
1570,-0.558594
1571,-0.925781
1572,-0.480469
1573,0.416992
1574,0.961914
1575,0.582031
1576,-0.337891
1577,-0.919922
1578,-0.675781
1579,0.179688
1580,0.912109
1581,0.768555
1582,-0.115234
1583,-0.854492
1584,-0.807617
1585,-0.0595703
1586,0.796875
1587,0.919922
1588,0.140625
1589,-0.738281
1590,-0.899414
1591,-0.291016
1592,0.616211
1593,0.980469
1594,0.383789
1595,-0.556641
1596,-0.9375
1597,-0.486328
1598,0.427734
1599,0.974609
1600,0.581055
1601,-0.347656
1602,-0.916992
1603,-0.666992
1604,0.181641
1605,0.896484
1606,0.762695
1607,-0.100586
1608,-0.844727
1609,-0.819336
1610,-0.0605469
1611,0.800781
1612,0.910156
1613,0.131836
1614,-0.724609
1615,-0.901367
1616,-0.293945
1617,0.618164
1618,0.989258
1619,0.385742
1620,-0.560547
1621,-0.941406
1622,-0.493164
1623,0.40625
1624,0.979492
1625,0.609375
1626,-0.339844
1627,-0.920898
1628,-0.662109
1629,0.188477
1630,0.904297
1631,0.762695
1632,-0.111328
1633,-0.850586
1634,-0.802734
1635,-0.0488281
1636,0.788086
1637,0.886719
1638,0.12793
1639,-0.725586
1640,-0.901367
1641,-0.292969
1642,0.62207
1643,0.969727
1644,0.380859
1645,-0.545898
1646,-0.938477
1647,-0.500977
1648,0.405273
1649,0.978516
1650,0.602539
1651,-0.350586
1652,-0.928711
1653,-0.670898
1654,0.172852
1655,0.907227
1656,0.790039
1657,-0.103516
1658,-0.860352
1659,-0.80957
1660,-0.0400391
1661,0.800781
1662,0.895508
1663,0.124023
1664,-0.723633
1665,-0.888672
1666,-0.274414
1667,0.625
1668,0.962891
1669,0.371094
1670,-0.547852
1671,-0.936523
1672,-0.496094
1673,0.417969
1674,0.975586
1675,0.587891
1676,-0.342773
1677,-0.919922
1678,-0.676758
1679,0.165039
1680,0.916016
1681,0.794922
1682,-0.112305
1683,-0.870117
1684,-0.80957
1685,-0.0576172
1686,0.787109
1687,0.918945
1688,0.143555
1689,-0.734375
1690,-0.901367
1691,-0.285156
1692,0.629883
1693,0.963867
1694,0.361328
1695,-0.550781
1696,-0.928711
1697,-0.488281
1698,0.417969
1699,0.967773
1700,0.582031
1701,-0.34082
1702,-0.918945
1703,-0.676758
1704,0.185547
1705,0.914062
1706,0.769531
1707,-0.108398
1708,-0.84668
1709,-0.8125
1710,-0.0664062
1711,0.796875
1712,0.925781
1713,0.139648
1714,-0.737305
1715,-0.905273
1716,-0.283203
1717,0.62207
1718,0.979492
1719,0.378906
1720,-0.557617
1721,-0.938477
1722,-0.486328
1723,0.423828
1724,0.970703
1725,0.576172
1726,-0.347656
1727,-0.916992
1728,-0.666016
1729,0.182617
1730,0.90625
1731,0.766602
1732,-0.105469
1733,-0.848633
1734,-0.8125
1735,-0.0566406
1736,0.799805
1737,0.904297
1738,0.132812
1739,-0.725586
1740,-0.893555
1741,-0.291992
1742,0.619141
1743,0.985352
1744,0.385742
1745,-0.558594
1746,-0.941406
